,name,price,type
147,"""단독 (선물포장)"" FRED 포스텐 브레이슬릿 (L)","1,920,000원",luxury
148,[친구맺고 3%적립] [한지민착용] 골든듀 마이엔젤 0.1캐럿 다이아몬드 목걸이 (18K/다이아몬드) (마이 엔젤 목걸이 [210103001]),"820,000원",luxury
149,피아제 로즈 링 핑크 골드 - 1개 다이아몬드,"2,850,000원",luxury
150,디바스 드림 이어링,"3,980,000원",luxury
151,"""단독 (선물포장)"" FRED 포스텐 브레이슬릿 (L)","1,920,000원",luxury
152,포제션 팰리스 데코 링 핑크 골드 - 다이아몬드,"3,190,000원",luxury
153,[공식]티쏘 PRX 파워매틱80 & 18K 골드 T931.407.41.041.00,"2,418,000원",luxury
154,에르메스 H071681FO 18 글레난 Glenan 에토프 가죽 팔찌,"589,000원",luxury
155,더블 G 자개 팔찌,"640,000원",luxury
156,[공식]티쏘 PRX 남자시계 (샴페인 골드/40mm) T137.410.33.021.00,"567,300원",luxury
157,[트레이드마크] 하트 귀걸이,"320,000원",luxury
158,더블 G 자개 반지,"600,000원",luxury
159,피아제 선라이트 펜던트 핑크 골드 - 말라카이트 - 다이아몬드,"6,200,000원",luxury
160,[공식]티쏘 PRX 남자시계 (블랙/40mm) T137.410.11.051.00,"455,700원",luxury
161,인터로킹 G 실버 목걸이,"520,000원",luxury
162,피아제 선라이트 펜던트 핑크 골드 - 다이아몬드,"3,010,000원",luxury
163,3915 / Round Brilliant Gradient Tennis Bracelet,"320,000원",luxury
164,[친구맺고 3%적립] [공식] 피나 스몰 바스 릴리프 목걸이 실버,"380,000원",luxury
165,[구찌 하트] 참 목걸이,"700,000원",luxury
166,발렌티노 VLOGO 시그니처 브레이슬릿 1Y2J0M67-LMG-U27,"225,000원",luxury
167,씬 인터로킹 G 팔찌,"510,000원",luxury
168,[선물포장] GORDIAN KNOT,"88,000원",luxury
169,[구찌 하트] 귀걸이,"440,000원",luxury
170,[구찌 하트] 인터로킹 G 반지,"490,000원",luxury
171,[친구맺고 3%적립] [단독/탄생석][신민아착용] 디디에두보 미스두 탄생석 목걸이 12종 택1,"160,200원",luxury
172,[친구맺고 3% 적립] [토리버치 공식] 키라 8mm 스터드 이어링,"100,000원",luxury
173,[온라인 단독] 피아제 선라이트 펜던트 화이트 골드 - 다이아몬드,"3,240,000원",luxury
174,[친구맺고 3%적립] [단독] 디디에두보 듀얼디디 체인 실버 팔찌 (+기프트포장),"178,200원",luxury
175,"""선물 포장 서비스"" FRED 포스텐 네크리스 (S)","2,690,000원",luxury
176,[빠른배송/고급선물포장]지안프랑코로띠 GIOIA 실버목걸이 LSQN5173PW,"99,000원",luxury
177,"""선물 포장 서비스"" FRED 포스텐 브레이슬릿 (M)","3,730,000원",luxury
178,[공식]티쏘 PRX 35mm 공용시계 (그린/35mm) T137.210.11.081.00,"455,700원",luxury
179,"""선물 포장 서비스"" FRED 프리티우먼 네크리스 (S)","4,090,000원",luxury
180,[카카오 익스클루시브] 세르펜티 포에버 브레이슬릿,"740,000원",luxury
181,[친구 맺고 3%적립] [토리버치 공식] 세리프 티 허기 이어링,"150,000원",luxury
182,9102 / Pearl Stud Earring / 14mm,"100,000원",luxury
183,FRED 프리티우먼 링,"3,270,000원",luxury
184,디바스 드림 네크리스,"8,000,000원",luxury
