,name,price,type
244,살바토레페라가모 22 0386 0755822 (220386 755822) 비바 보우 키링,"219,000원",luxury
245,[친구 맺고 3%적립] M Pup 컬러 스플래시 로고 가죽 카드 케이스,30%,luxury
246,오렌지 실크 타이(Z4D83T1P8OR1),"290,000원",luxury
247,[오피디아] 미디엄 GG 토트백,"1,810,000원",luxury
248,[친구 맺고 3%적립] [30%off][토리버치 공식]로빈슨 패치워크 탑집 카드 케이스,"154,000원",luxury
249,[오피디아] 미니 GG 버킷백,"1,800,000원",luxury
250,[공식]롱샴 르 플리아쥬 오리지널 트래블백 L1625089001,"275,000원",luxury
251,[구찌 홀스빗 1955] 미니백,"1,660,000원",luxury
252,프라다 1MC208 2B6P F0236 비텔로 무브 빅 메탈 로고 카드지갑,"389,000원",luxury
253,[친구 맺고 3%적립] 비세토스 오리지널 카드 반지갑,"290,000원",luxury
254,골든구스 남성 슈퍼스타 GMF00101 F003362 11233,"718,000원",luxury
255,Maiko Medium Shopping Bag,"669,000원",luxury
256,달리 폴디드 멀티 카드 지갑,"400,000원",luxury
257,세르펜티 리버스 숄더백,"3,600,000원",luxury
258,에디 01,"289,000원",luxury
259,TRUNK 스몰 숄더백,"2,190,000원",luxury
260,[카카오 익스클루시브] 불가리 불가리 코인 퍼스,"610,000원",luxury
261,로티 W2,"280,000원",luxury
262,보테가베네타 529121 V4651 인트레치아토 카드지갑 2종 택1,"369,000원",luxury
263,[오피디아] GG 미니백,"1,110,000원",luxury
264,슬림 카드 홀더,"479,000원",luxury
265,[공식] 사피아노 슬림 카드지갑 블루,"230,000원",luxury
266,불가리 불가리 맨 카드 홀더,"370,000원",luxury
267,오프화이트 캐시미어 블렌드 크루넥(UAK60110N92),"1,955,000원",luxury
268,5AC 베이비 백,"1,388,000원",luxury
269,[공식] 사피아노 플랩 카드지갑 블랙,"330,000원",luxury
270,Saint Valentin Tote Bag,"199,000원",luxury
271,생로랑 607603 02G0W 1000 타이니 모노그램 금장 카드지갑,"329,000원",luxury
272,[친구 맺고 3%적립] [각인서비스] 알파 브라보 주니어 크로스바디,"420,000원",luxury
273,[친구 맺고 3%적립] [30%off][토리버치 공식]티 미듐 월렛,"329,000원",luxury
274,남성 VEJA x MARNI V-10 로우탑 스니커즈,"380,000원",luxury
275,[공식]롱샴 르 플리아쥬 오리지널 숄더백 L2605089001,"200,000원",luxury
276,GG 울 자카드 스카프,"670,000원",luxury
277,프라다 1TR264 EGY F0K74 루퍼스 메탈 로봇 키링,"299,000원",luxury
278,생로랑 금장 케이트백 스몰(469390 BOW0J),"2,376,000원",luxury
